Date,Description,Debit,Credit,Balance
19-Sept-20,Tax,63.7,0,"825,095.40"
19-Sept-20,Bill,"1,110.78",0,"826,206.18"
19-Sept-20,Debit Card,0,"206,551.55","619,654.64"
19-Sept-20,Miscellaneous,0,"154,913.66","464,740.98"
19-Sept-20,Cheque,0,"92,948.20","371,792.78"
19-Sept-20,Commission,"136,194.50",0,"507,987.28"
19-Sept-20,Purchase,0.1,0,"507,987.38"
19-Sept-20,Miscellaneous,"3,992.80",0,"511,980.18"
19-Sept-20,Miscellaneous,"9,810.90",0,"521,791.08"
19-Sept-20,Reversal,"822,583.25",0,"1,344,374.33"
19-Sept-20,Cheque,7.4,0,"1,344,381.73"
19-Sept-20,Cash,0,"672,190.87","672,190.86"
19-Sept-20,Cash,"4,091.00",0,"676,281.86"
19-Sept-20,Interest,0,"225,427.29","450,854.57"
19-Sept-20,Tax,0,"64,407.80","386,446.77"
19-Sept-20,RTGS,"2,822.05",0,"389,268.82"
19-Sept-20,Bill,"1,715,277.50",0,"2,104,546.32"
19-Sept-20,ATM,0,"526,136.58","1,578,409.74"
19-Sept-20,Reversal,0,"197,301.22","1,381,108.52"
20-Sept-20,Miscellaneous,"32,321.17",0,"1,413,429.69"
20-Sept-20,Miscellaneous,0,"141,342.97","1,272,086.72"
20-Sept-20,IMPS,0,"141,342.97","1,130,743.75"
20-Sept-20,Bill,"38,616.25",0,"1,169,360.00"
20-Sept-20,Bill,0,"116,936.00","1,052,424.00"
20-Sept-20,Reversal,144.1,0,"1,052,568.10"
20-Sept-20,Debit Card,0,"131,571.01","920,997.09"
20-Sept-20,ATM,0,"102,333.01","818,664.08"
20-Sept-20,Miscellaneous,0,"409,332.04","409,332.04"
20-Sept-20,Cash,0,"136,444.01","272,888.03"
20-Sept-20,Commission,"2,529.10",0,"275,417.13"
20-Sept-20,Purchase,0,"137,708.57","137,708.56"
20-Sept-20,Cash,0,"22,951.43","114,757.13"
20-Sept-20,IMPS,0,"16,393.88","98,363.25"
20-Sept-20,Purchase,0,"32,787.75","65,575.50"
20-Sept-20,Reversal,29,0,"65,604.50"
20-Sept-20,Cheque,531.7,0,"66,136.20"
20-Sept-20,Cheque,0,"8,267.03","57,869.18"
20-Sept-20,Tax,6.8,0,"57,875.98"
20-Sept-20,Miscellaneous,"2,234.60",0,"60,110.58"
20-Sept-20,Cheque,"29,610.65",0,"89,721.23"
20-Sept-20,Reversal,0,"29,907.08","59,814.15"
20-Sept-20,RTGS,0,"6,646.02","53,168.13"
20-Sept-20,Transfer,11.3,0,"53,179.43"
20-Sept-20,Debit Card,0,"5,908.83","47,270.60"
20-Sept-20,Cash,0,"15,756.87","31,513.73"
20-Sept-20,Purchase,1.7,0,"31,515.43"
20-Sept-20,Bill,0,"5,252.57","26,262.86"
20-Sept-20,Debit Card,0,"6,565.72","19,697.14"
20-Sept-20,Cash,0,"4,924.29","14,772.86"
20-Sept-20,NEFT,0,"1,477.29","13,295.57"
20-Sept-20,Transfer,0,"1,661.95","11,633.62"
20-Sept-20,Cash,0,"2,326.72","9,306.90"
20-Sept-20,Transfer,0,"1,034.10","8,272.80"
20-Sept-20,Cash,4.7,0,"8,277.50"
20-Sept-20,Purchase,"1,133,978.00",0,"1,142,255.50"
20-Sept-20,Cash,285,0,"1,142,540.50"
20-Sept-20,NEFT,"1,985,468.00",0,"3,128,008.50"
20-Sept-20,RTGS,"3,659.80",0,"3,131,668.30"
20-Sept-20,IMPS,0,"782,917.08","2,348,751.22"
20-Sept-20,Debit Card,"16,533.00",0,"2,365,284.22"
20-Sept-20,Commission,6.8,0,"2,365,291.02"
20-Sept-20,Cash,0,"1,182,645.51","1,182,645.51"
20-Sept-20,Commission,109.22,0,"1,182,754.73"
20-Sept-20,Commission,"17,534.90",0,"1,200,289.63"
21-Sept-20,Transfer,"27,625.30",0,"1,227,914.93"
21-Sept-20,Miscellaneous,"2,248.40",0,"1,230,163.33"
21-Sept-20,Transfer,0,"615,081.67","615,081.66"
21-Sept-20,Cheque,0,"123,016.33","492,065.33"
21-Sept-20,Miscellaneous,"30,444.20",0,"522,509.53"
21-Sept-20,Cheque,1,0,"522,510.53"
21-Sept-20,Cheque,3.81,0,"522,514.34"
21-Sept-20,Tax,"15,151.03",0,"537,665.37"
21-Sept-20,RTGS,0,"134,416.34","403,249.03"
21-Sept-20,Interest,0,"44,805.45","358,443.58"
21-Sept-20,Transfer,42,0,"358,485.58"
21-Sept-20,Transfer,2.24,0,"358,487.82"
22-Sept-20,Reversal,0,"35,848.78","322,639.04"
23-Sept-20,Cheque,0,"80,659.76","241,979.28"
23-Sept-20,Miscellaneous,4,0,"241,983.28"
24-Sept-20,Purchase,50.5,0,"242,033.78"
24-Sept-20,Bill,435.19,0,"242,468.97"
24-Sept-20,ATM,105.2,0,"242,574.17"
24-Sept-20,Interest,0,"30,321.77","212,252.40"
24-Sept-20,Debit Card,47.3,0,"212,299.70"
24-Sept-20,NEFT,0,"21,229.97","191,069.73"
24-Sept-20,Cash,41.01,0,"191,110.74"
24-Sept-20,Cash,45,0,"191,155.74"
24-Sept-20,Cheque,0,"63,718.58","127,437.16"
24-Sept-20,Interest,88,0,"127,525.16"
24-Sept-20,Reversal,0,"12,752.52","114,772.64"
24-Sept-20,Commission,0,"22,954.53","91,818.11"
24-Sept-20,Reversal,58.9,0,"91,877.01"
24-Sept-20,Cheque,2,0,"91,879.01"
24-Sept-20,Debit Card,"3,501.85",0,"95,380.86"
24-Sept-20,Commission,"1,551,464.00",0,"1,646,844.86"
24-Sept-20,IMPS,0,"235,263.55","1,411,581.31"
24-Sept-20,Cash,"1,074.80",0,"1,412,656.11"
24-Sept-20,Bill,8,0,"1,412,664.11"
24-Sept-20,Cheque,5.23,0,"1,412,669.34"
25-Sept-20,Interest,"32,158.10",0,"1,444,827.44"
25-Sept-20,Cash,0,"206,403.92","1,238,423.52"
25-Sept-20,Reversal,624,0,"1,239,047.52"
25-Sept-20,RTGS,"2,233.43",0,"1,241,280.95"
25-Sept-20,Purchase,0,"248,256.19","993,024.76"
25-Sept-20,RTGS,0,"248,256.19","744,768.57"
25-Sept-20,RTGS,0,"248,256.19","496,512.38"
25-Sept-20,Tax,0,"248,256.19","248,256.19"
25-Sept-20,Interest,0,"124,128.10","124,128.10"
25-Sept-20,Tax,0,"13,792.01","110,336.09"
25-Sept-20,ATM,"108,504.30",0,"218,840.39"
25-Sept-20,NEFT,0,"72,946.80","145,893.59"
25-Sept-20,NEFT,416.8,0,"146,310.39"
25-Sept-20,Reversal,"3,785.00",0,"150,095.39"
25-Sept-20,Interest,0,"15,009.54","135,085.85"
25-Sept-20,Reversal,0,"27,017.17","108,068.68"
26-Sept-20,Miscellaneous,"192,018.30",0,"300,086.98"
26-Sept-20,Purchase,63.4,0,"300,150.38"
26-Sept-20,Cheque,0,"37,518.80","262,631.58"
27-Sept-20,Cheque,23.4,0,"262,654.98"
27-Sept-20,IMPS,0,"37,522.14","225,132.84"
27-Sept-20,Miscellaneous,0,"28,141.61","196,991.24"
27-Sept-20,Cheque,0,"24,623.91","172,367.34"
27-Sept-20,IMPS,0,"17,236.73","155,130.61"
28-Sept-20,Interest,8,0,"155,138.61"
28-Sept-20,Transfer,"876,006.50",0,"1,031,145.11"
28-Sept-20,Interest,0,"257,786.28","773,358.83"
28-Sept-20,ATM,"122,280.00",0,"895,638.83"
28-Sept-20,Bill,0,"111,954.85","783,683.98"
28-Sept-20,NEFT,43.45,0,"783,727.43"
28-Sept-20,ATM,0,"261,242.48","522,484.95"
28-Sept-20,Miscellaneous,46,0,"522,530.95"
28-Sept-20,Commission,"153,716.00",0,"676,246.95"
28-Sept-20,Debit Card,0,"84,530.87","591,716.08"
28-Sept-20,Tax,0,"84,530.87","507,185.21"
28-Sept-20,Cheque,0,"84,530.87","422,654.34"
28-Sept-20,Cash,0,"84,530.87","338,123.47"
28-Sept-20,Bill,0,"338,123.47",0
28-Sept-20,NEFT,"20,078.00",0,"20,078.00"
28-Sept-20,Interest,"684,641.00",0,"704,719.00"
28-Sept-20,Transfer,0,"234,906.33","469,812.67"
28-Sept-20,Cash,0,"52,201.41","417,611.26"
28-Sept-20,Purchase,0,"208,805.63","208,805.63"
28-Sept-20,Cash,40.9,0,"208,846.53"
28-Sept-20,NEFT,0,"104,423.27","104,423.26"
28-Sept-20,Transfer,0,"26,105.82","78,317.44"
28-Sept-20,Bill,"2,080,189.25",0,"2,158,506.69"
28-Sept-20,Debit Card,0,"431,701.34","1,726,805.35"
28-Sept-20,RTGS,0,"863,402.68","863,402.68"
28-Sept-20,RTGS,394.68,0,"863,797.36"
28-Sept-20,ATM,383,0,"864,180.36"
28-Sept-20,NEFT,"623,138.00",0,"1,487,318.36"
28-Sept-20,Miscellaneous,"2,198.70",0,"1,489,517.06"
28-Sept-20,Interest,"9,823.10",0,"1,499,340.16"
28-Sept-20,Interest,0,"149,934.02","1,349,406.14"
28-Sept-20,Interest,4.47,0,"1,349,410.61"
28-Sept-20,Bill,0,"224,901.77","1,124,508.84"
28-Sept-20,NEFT,59.6,0,"1,124,568.44"
28-Sept-20,Transfer,"177,812.80",0,"1,302,381.24"
28-Sept-20,Commission,0,"651,190.62","651,190.62"
28-Sept-20,Cash,285.31,0,"651,475.93"
28-Sept-20,Cash,"220,811.00",0,"872,286.93"
28-Sept-20,Purchase,0,"436,143.47","436,143.46"
28-Sept-20,IMPS,0,"48,460.38","387,683.08"
28-Sept-20,Transfer,7.82,0,"387,690.90"
28-Sept-20,Miscellaneous,58,0,"387,748.90"
28-Sept-20,IMPS,"9,204.20",0,"396,953.10"
28-Sept-20,Purchase,6.13,0,"396,959.23"
28-Sept-20,Transfer,0,"79,391.85","317,567.38"
28-Sept-20,Interest,15,0,"317,582.38"
28-Sept-20,Cheque,0,"39,697.80","277,884.58"
28-Sept-20,Cheque,0.4,0,"277,884.98"
28-Sept-20,Bill,0,"69,471.25","208,413.74"
28-Sept-20,Miscellaneous,"1,202,794.50",0,"1,411,208.24"
28-Sept-20,Reversal,"50,686.30",0,"1,461,894.54"
28-Sept-20,Debit Card,21,0,"1,461,915.54"
28-Sept-20,Debit Card,36.3,0,"1,461,951.84"
28-Sept-20,Interest,"1,968,390.00",0,"3,430,341.84"
28-Sept-20,Bill,0,"343,034.18","3,087,307.66"
28-Sept-20,IMPS,0,"441,043.95","2,646,263.71"
28-Sept-20,Purchase,44.9,0,"2,646,308.61"
28-Sept-20,Reversal,68,0,"2,646,376.61"
28-Sept-20,Purchase,"79,275.00",0,"2,725,651.61"
28-Sept-20,Tax,"506,106.00",0,"3,231,757.61"
28-Sept-20,Tax,0,"403,969.70","2,827,787.91"
28-Sept-20,Commission,6,0,"2,827,793.91"
28-Sept-20,Interest,"9,815.90",0,"2,837,609.81"
28-Sept-20,Interest,0,"2,837,609.81",0
28-Sept-20,Debit Card,"11,892.10",0,"11,892.10"
28-Sept-20,Interest,0,"1,982.02","9,910.08"
28-Sept-20,Bill,47.7,0,"9,957.78"
28-Sept-20,IMPS,33.3,0,"9,991.08"
28-Sept-20,Purchase,0,"1,248.89","8,742.20"
28-Sept-20,RTGS,0,"1,457.03","7,285.17"
29-Sept-20,IMPS,0,"1,457.03","5,828.14"
29-Sept-20,Transfer,0,"1,942.71","3,885.43"
29-Sept-20,Debit Card,0,388.54,"3,496.89"
29-Sept-20,Bill,"242,061.56",0,"245,558.45"
29-Sept-20,Purchase,"237,813.00",0,"483,371.45"
29-Sept-20,Bill,1,0,"483,372.45"
29-Sept-20,Cheque,0,"48,337.25","435,035.20"
29-Sept-20,RTGS,"148,889.00",0,"583,924.20"
29-Sept-20,RTGS,"1,118,919.00",0,"1,702,843.20"
29-Sept-20,Cash,"3,757.00",0,"1,706,600.20"
29-Sept-20,NEFT,1.22,0,"1,706,601.42"
29-Sept-20,Miscellaneous,0,"189,622.38","1,516,979.04"
29-Sept-20,Miscellaneous,0,"303,395.81","1,213,583.23"
29-Sept-20,Debit Card,"21,195.50",0,"1,234,778.73"
29-Sept-20,Interest,0,"154,347.34","1,080,431.39"
29-Sept-20,Reversal,0,"270,107.85","810,323.54"
29-Sept-20,Cash,"192,797.66",0,"1,003,121.20"
29-Sept-20,ATM,6.8,0,"1,003,128.00"
29-Sept-20,Reversal,"5,859.40",0,"1,008,987.40"
29-Sept-20,RTGS,4,0,"1,008,991.40"
29-Sept-20,Commission,"49,534.03",0,"1,058,525.43"
29-Sept-20,Cheque,0,"105,852.54","952,672.89"
29-Sept-20,NEFT,0,"105,852.54","846,820.35"
29-Sept-20,Miscellaneous,43,0,"846,863.35"
29-Sept-20,Commission,0,"141,143.89","705,719.46"
29-Sept-20,Transfer,"144,637.00",0,"850,356.46"
29-Sept-20,Debit Card,0,"212,589.12","637,767.34"
29-Sept-20,Transfer,"5,507.73",0,"643,275.07"
29-Sept-20,IMPS,"695,766.25",0,"1,339,041.32"
29-Sept-20,Purchase,0,"334,760.33","1,004,280.99"
29-Sept-20,Interest,0,"334,760.33","669,520.66"
29-Sept-20,NEFT,0,"133,904.13","535,616.53"
29-Sept-20,Cash,"1,819,833.20",0,"2,355,449.73"
29-Sept-20,Interest,"1,836,083.00",0,"4,191,532.73"
29-Sept-20,Reversal,0,"2,095,766.37","2,095,766.36"
29-Sept-20,Commission,0,"349,294.39","1,746,471.97"
29-Sept-20,Cheque,0,"582,157.32","1,164,314.65"
29-Sept-20,Transfer,"51,656.00",0,"1,215,970.65"
29-Sept-20,Cash,0,"121,597.07","1,094,373.58"
29-Sept-20,Tax,0,"121,597.06","972,776.52"
29-Sept-20,IMPS,0,"162,129.42","810,647.10"
29-Sept-20,Cash,414.62,0,"811,061.72"
29-Sept-20,Commission,0,"162,212.34","648,849.38"
29-Sept-20,NEFT,"105,187.00",0,"754,036.38"
29-Sept-20,Purchase,0,"125,672.73","628,363.65"
29-Sept-20,NEFT,"174,182.50",0,"802,546.15"
29-Sept-20,Interest,"1,239,487.75",0,"2,042,033.90"
29-Sept-20,Cheque,"925,621.50",0,"2,967,655.40"
29-Sept-20,Reversal,"3,957.30",0,"2,971,612.70"
29-Sept-20,RTGS,0,"424,516.10","2,547,096.60"
29-Sept-20,ATM,"1,296.50",0,"2,548,393.10"
29-Sept-20,Transfer,7.24,0,"2,548,400.34"
29-Sept-20,Commission,"332,424.20",0,"2,880,824.54"
29-Sept-20,ATM,"43,989.25",0,"2,924,813.79"
29-Sept-20,RTGS,0,"324,979.31","2,599,834.48"
29-Sept-20,Reversal,0,"259,983.45","2,339,851.03"
29-Sept-20,Bill,0,"389,975.17","1,949,875.86"
29-Sept-20,RTGS,"126,746.62",0,"2,076,622.48"
29-Sept-20,Cash,6.7,0,"2,076,629.18"
29-Sept-20,Transfer,3.1,0,"2,076,632.28"
29-Sept-20,Transfer,"396,910.00",0,"2,473,542.28"
29-Sept-20,ATM,0,"618,385.57","1,855,156.71"
30-Sept-20,Interest,0,"309,192.79","1,545,963.92"
30-Sept-20,Bill,161.4,0,"1,546,125.32"
30-Sept-20,Cash,509.2,0,"1,546,634.52"
30-Sept-20,ATM,"2,289.00",0,"1,548,923.52"
30-Sept-20,Transfer,0,"387,230.88","1,161,692.64"
30-Sept-20,Cash,30,0,"1,161,722.64"
30-Sept-20,Bill,2.2,0,"1,161,724.84"
30-Sept-20,Bill,0,"387,241.61","774,483.23"
30-Sept-20,Tax,"1,385.28",0,"775,868.51"
30-Sept-20,Transfer,"26,237.87",0,"802,106.38"
30-Sept-20,NEFT,0,"114,586.63","687,519.75"
30-Sept-20,Miscellaneous,0,"137,503.95","550,015.80"
30-Sept-20,Miscellaneous,0,"55,001.58","495,014.22"
30-Sept-20,Purchase,63,0,"495,077.22"
30-Sept-20,Cash,0,"123,769.31","371,307.92"
30-Sept-20,Debit Card,"1,726,476.00",0,"2,097,783.92"
30-Sept-20,Reversal,"184,475.00",0,"2,282,258.92"
30-Sept-20,Debit Card,0,"253,584.32","2,028,674.60"
30-Sept-20,Bill,"914,461.00",0,"2,943,135.60"
30-Sept-20,Reversal,0,"294,313.56","2,648,822.04"
30-Sept-20,IMPS,"3,544.50",0,"2,652,366.54"
30-Sept-20,NEFT,0,"2,652,366.54",0
30-Sept-20,ATM,492,0,492
30-Sept-20,Reversal,332.8,0,824.8
30-Sept-20,Cheque,0,274.93,549.87
30-Sept-20,IMPS,"568,611.50",0,"569,161.37"
30-Sept-20,Miscellaneous,61,0,"569,222.37"
30-Sept-20,Tax,0,0,"569,222.37"
30-Sept-20,Purchase,0,"113,844.47","455,377.90"
30-Sept-20,IMPS,0,0,"455,377.90"
30-Sept-20,NEFT,0,"455,377.90",0
30-Sept-20,Transfer,3,0,3
30-Sept-20,NEFT,5,0,8
30-Sept-20,Debit Card,0,0.8,7.2
30-Sept-20,Debit Card,0,0.72,6.48
30-Sept-20,NEFT,"9,468.00",0,"9,474.48"
30-Sept-20,NEFT,0,"1,894.90","7,579.58"
30-Sept-20,Transfer,"2,038.70",0,"9,618.28"
30-Sept-20,Transfer,0,"9,618.28",0
30-Sept-20,Transfer,54.34,0,54.34
30-Sept-20,Interest,0.1,0,54.44
30-Sept-20,NEFT,794,0,848.44
30-Sept-20,ATM,0,141.41,707.03
01-Oct-20,Bill,4.31,0,711.34
01-Oct-20,Cash,"105,963.59",0,"106,674.93"
01-Oct-20,Tax,22,0,"106,696.93"
01-Oct-20,ATM,0,"21,339.39","85,357.54"
01-Oct-20,Bill,0,"21,339.39","64,018.16"
01-Oct-20,Transfer,"3,619.97",0,"67,638.13"
01-Oct-20,Commission,0,"13,527.63","54,110.50"
01-Oct-20,Purchase,0,"6,012.28","48,098.22"
01-Oct-20,ATM,157,0,"48,255.22"
01-Oct-20,Miscellaneous,"2,356.60",0,"50,611.82"
01-Oct-20,Miscellaneous,5.26,0,"50,617.08"
01-Oct-20,Commission,0,"12,654.27","37,962.81"
01-Oct-20,Commission,1.2,0,"37,964.01"
01-Oct-20,Commission,"30,588.00",0,"68,552.01"
01-Oct-20,Cheque,3.3,0,"68,555.31"
01-Oct-20,Bill,0,"11,425.89","57,129.42"
01-Oct-20,Purchase,24.44,0,"57,153.86"
01-Oct-20,RTGS,987,0,"58,140.86"
01-Oct-20,Commission,408.7,0,"58,549.56"
01-Oct-20,Reversal,0,"7,318.70","51,230.86"
02-Oct-20,Commission,2,0,"51,232.86"
02-Oct-20,Debit Card,55.5,0,"51,288.36"
02-Oct-20,Bill,0,"25,644.18","25,644.18"
02-Oct-20,IMPS,0,"8,548.06","17,096.12"
02-Oct-20,Purchase,0,"17,096.12",0
02-Oct-20,RTGS,"255,621.80",0,"255,621.80"
02-Oct-20,RTGS,"1,518.90",0,"257,140.70"
02-Oct-20,Transfer,0,"25,714.07","231,426.63"
02-Oct-20,Cheque,451,0,"231,877.63"
02-Oct-20,NEFT,0,"33,125.38","198,752.25"
02-Oct-20,ATM,0,"24,844.03","173,908.22"
02-Oct-20,Commission,510,0,"174,418.22"
02-Oct-20,NEFT,"3,588.72",0,"178,006.94"
02-Oct-20,Reversal,0,"25,429.56","152,577.38"
02-Oct-20,ATM,0,"50,859.13","101,718.25"
02-Oct-20,Reversal,416,0,"102,134.25"
02-Oct-20,Cash,0,"11,348.25","90,786.00"
02-Oct-20,Interest,7,0,"90,793.00"
02-Oct-20,Reversal,0,"10,088.11","80,704.89"
02-Oct-20,ATM,0,"80,704.89",0
02-Oct-20,Debit Card,"2,585.80",0,"2,585.80"
03-Oct-20,Reversal,12.6,0,"2,598.40"
03-Oct-20,Reversal,"1,974.50",0,"4,572.90"
03-Oct-20,IMPS,0.5,0,"4,573.40"
03-Oct-20,Tax,"844,594.00",0,"849,167.40"
03-Oct-20,IMPS,"20,560.00",0,"869,727.40"
03-Oct-20,Reversal,"239,571.50",0,"1,109,298.90"
03-Oct-20,NEFT,0,"1,109,298.90",0
03-Oct-20,Interest,23.4,0,23.4
03-Oct-20,Commission,0,23.4,0
03-Oct-20,ATM,"15,785.00",0,"15,785.00"
03-Oct-20,Tax,7.1,0,"15,792.10"
03-Oct-20,ATM,0,"7,896.05","7,896.05"
03-Oct-20,Transfer,0,987.01,"6,909.04"
03-Oct-20,Reversal,"16,769.60",0,"23,678.64"
03-Oct-20,Commission,37,0,"23,715.64"
03-Oct-20,Reversal,0,"5,928.91","17,786.73"
03-Oct-20,NEFT,0,"1,976.30","15,810.43"
03-Oct-20,RTGS,"1,750,564.50",0,"1,766,374.93"
03-Oct-20,IMPS,337.3,0,"1,766,712.23"
03-Oct-20,RTGS,26.6,0,"1,766,738.83"
03-Oct-20,Cheque,0,"294,456.47","1,472,282.36"
03-Oct-20,Purchase,0,"490,760.79","981,521.57"
03-Oct-20,Interest,"3,036.40",0,"984,557.97"
03-Oct-20,Tax,"6,373.10",0,"990,931.07"
03-Oct-20,NEFT,2.2,0,"990,933.27"
03-Oct-20,Cheque,0,"247,733.32","743,199.95"
03-Oct-20,Miscellaneous,0,"743,199.95",0
03-Oct-20,ATM,"65,746.50",0,"65,746.50"
03-Oct-20,Miscellaneous,3.57,0,"65,750.07"
03-Oct-20,Transfer,467,0,"66,217.07"
03-Oct-20,Purchase,6.25,0,"66,223.32"
03-Oct-20,Purchase,"163,759.90",0,"229,983.22"
03-Oct-20,Commission,0,"45,996.64","183,986.58"
03-Oct-20,Tax,139.58,0,"184,126.16"
03-Oct-20,Purchase,6.93,0,"184,133.09"
03-Oct-20,IMPS,"5,672.16",0,"189,805.25"
03-Oct-20,Purchase,5,0,"189,810.25"
03-Oct-20,RTGS,513,0,"190,323.25"
03-Oct-20,Interest,0,"63,441.08","126,882.17"
03-Oct-20,Transfer,0,"15,860.27","111,021.90"
03-Oct-20,IMPS,395,0,"111,416.90"
03-Oct-20,ATM,0,"12,379.66","99,037.24"
03-Oct-20,IMPS,0,"24,759.31","74,277.93"
03-Oct-20,Debit Card,"127,616.00",0,"201,893.93"
03-Oct-20,Interest,27,0,"201,920.93"
03-Oct-20,Bill,0,"20,192.09","181,728.84"
03-Oct-20,ATM,0,"22,716.11","159,012.73"
03-Oct-20,Miscellaneous,"2,996.70",0,"162,009.43"
03-Oct-20,Purchase,"1,524,830.75",0,"1,686,840.18"
04-Oct-20,Commission,0,"240,977.17","1,445,863.01"
04-Oct-20,Tax,0,"180,732.88","1,265,130.13"
04-Oct-20,Cheque,0,"632,565.07","632,565.06"
04-Oct-20,Commission,44.4,0,"632,609.46"
04-Oct-20,Cheque,0,"126,521.89","506,087.57"
04-Oct-20,Reversal,0,"84,347.93","421,739.64"
04-Oct-20,Purchase,0,"140,579.88","281,159.76"
04-Oct-20,ATM,10.8,0,"281,170.56"
04-Oct-20,Miscellaneous,"154,970.30",0,"436,140.86"
04-Oct-20,IMPS,0,"48,460.10","387,680.76"
04-Oct-20,Commission,0,"129,226.92","258,453.84"
04-Oct-20,IMPS,21.01,0,"258,474.85"
04-Oct-20,Transfer,171.3,0,"258,646.15"
04-Oct-20,ATM,362.66,0,"259,008.81"
04-Oct-20,Cheque,"77,655.00",0,"336,663.81"
04-Oct-20,Purchase,0,"168,331.91","168,331.90"
04-Oct-20,ATM,398.9,0,"168,730.80"
04-Oct-20,ATM,0,"28,121.80","140,609.00"
04-Oct-20,RTGS,0,"46,869.67","93,739.33"
04-Oct-20,Cheque,"7,880.00",0,"101,619.33"
04-Oct-20,Bill,13,0,"101,632.33"
04-Oct-20,Interest,"3,339.60",0,"104,971.93"
04-Oct-20,Debit Card,0,"52,485.97","52,485.96"
04-Oct-20,Reversal,0,"52,485.96",0
04-Oct-20,Bill,285.9,0,285.9
04-Oct-20,Bill,0,35.74,250.16
04-Oct-20,ATM,"200,603.00",0,"200,853.16"
04-Oct-20,Miscellaneous,0,"25,106.65","175,746.52"
04-Oct-20,Purchase,"93,977.50",0,"269,724.02"
04-Oct-20,IMPS,0,"38,532.00","231,192.02"
04-Oct-20,Bill,0,"25,688.00","205,504.02"
04-Oct-20,Reversal,0,"41,100.80","164,403.22"
04-Oct-20,NEFT,0,"27,400.54","137,002.68"
04-Oct-20,Reversal,59.1,0,"137,061.78"
04-Oct-20,RTGS,412,0,"137,473.78"
04-Oct-20,IMPS,348,0,"137,821.78"
04-Oct-20,Purchase,"29,509.90",0,"167,331.68"
04-Oct-20,Miscellaneous,"4,479.74",0,"171,811.42"
04-Oct-20,Bill,"203,295.12",0,"375,106.54"
04-Oct-20,RTGS,155.9,0,"375,262.44"
04-Oct-20,Purchase,0,"62,543.74","312,718.70"
04-Oct-20,Tax,"34,454.30",0,"347,173.00"
04-Oct-20,Transfer,0,"69,434.60","277,738.40"
04-Oct-20,Tax,0,"92,579.47","185,158.93"
04-Oct-20,Bill,"1,844,165.50",0,"2,029,324.43"
04-Oct-20,Transfer,"1,309,717.20",0,"3,339,041.63"
04-Oct-20,RTGS,"20,261.00",0,"3,359,302.63"
04-Oct-20,Interest,0,"3,359,302.63",0
04-Oct-20,ATM,6,0,6
04-Oct-20,Cheque,"1,507,864.25",0,"1,507,870.25"
04-Oct-20,Reversal,"8,254.90",0,"1,516,125.15"
05-Oct-20,Interest,0,"505,375.05","1,010,750.10"
05-Oct-20,Cheque,1,0,"1,010,751.10"
05-Oct-20,Cheque,"156,247.40",0,"1,166,998.50"
05-Oct-20,Commission,"1,867.95",0,"1,168,866.45"
05-Oct-20,Cheque,0,"166,980.92","1,001,885.53"
05-Oct-20,Debit Card,0,"200,377.11","801,508.42"
05-Oct-20,NEFT,0,"801,508.42",0
05-Oct-20,ATM,"3,046.80",0,"3,046.80"
05-Oct-20,Purchase,0,507.8,"2,539.00"
05-Oct-20,RTGS,0,362.71,"2,176.29"
05-Oct-20,Miscellaneous,0,241.81,"1,934.48"
05-Oct-20,Purchase,0,322.41,"1,612.07"
05-Oct-20,Debit Card,"2,554.30",0,"4,166.37"
05-Oct-20,RTGS,"8,892.70",0,"13,059.07"
05-Oct-20,Bill,"851,044.20",0,"864,103.27"
05-Oct-20,RTGS,"233,028.80",0,"1,097,132.07"
05-Oct-20,IMPS,19.1,0,"1,097,151.17"
05-Oct-20,Bill,"1,947,527.50",0,"3,044,678.67"
05-Oct-20,Tax,2.3,0,"3,044,680.97"
05-Oct-20,Bill,275.6,0,"3,044,956.57"
05-Oct-20,Commission,0,"434,993.80","2,609,962.77"
05-Oct-20,Interest,0,"2,609,962.77",0
05-Oct-20,Commission,"138,537.00",0,"138,537.00"
05-Oct-20,Purchase,0,"15,393.00","123,144.00"
05-Oct-20,Bill,22.96,0,"123,166.96"
05-Oct-20,Purchase,"77,667.70",0,"200,834.66"
05-Oct-20,Bill,"1,146.84",0,"201,981.50"
05-Oct-20,Purchase,"31,072.90",0,"233,054.40"
05-Oct-20,ATM,"1,661,338.80",0,"1,894,393.20"
05-Oct-20,Cash,0,"189,439.32","1,704,953.88"
05-Oct-20,Miscellaneous,0,"568,317.96","1,136,635.92"
05-Oct-20,NEFT,30.91,0,"1,136,666.83"
05-Oct-20,ATM,0,"227,333.37","909,333.46"
05-Oct-20,Purchase,0,"151,555.58","757,777.88"
05-Oct-20,IMPS,0,"189,444.47","568,333.41"
05-Oct-20,Reversal,23,0,"568,356.41"
05-Oct-20,Interest,0,"113,671.28","454,685.13"
05-Oct-20,Bill,2,0,"454,687.13"
05-Oct-20,Transfer,0,"56,835.89","397,851.24"
05-Oct-20,Reversal,"45,265.00",0,"443,116.24"
05-Oct-20,Debit Card,0,"88,623.25","354,492.99"
05-Oct-20,Debit Card,36.23,0,"354,529.22"
05-Oct-20,Interest,"31,279.00",0,"385,808.22"
05-Oct-20,RTGS,0,"64,301.37","321,506.85"
05-Oct-20,Cheque,"4,130.60",0,"325,637.45"
05-Oct-20,IMPS,0,"54,272.91","271,364.54"
05-Oct-20,Tax,0,"54,272.91","217,091.63"
05-Oct-20,Miscellaneous,7,0,"217,098.63"
